SEQ|Species|Sources|Tree|Treeish_batch|Treeish_justification|SID|WCVP|WCVP_match|TRY_Species|WFO_Accepted|WFO_Unchecked|WFO_Synonym|WFO_none
46994|Guatteria sabuletorum|1|YES|1|TreeGOER|wfo-0000711529|wcvp-2834594|IPNI|1|1|0|0|0
46995|Guatteria saffordiana|1|YES|1|TreeGOER|wfo-0000711530|wcvp-2834595|IPNI|1|1|0|0|0
46996|Guatteria scalarinervia|2|YES|1|TreeGOER|wfo-0000711538|wcvp-2834601|IPNI|1|1|0|0|0
46997|Guatteria scandens|3|YES|2|lifeform liana|wfo-0000711539|wcvp-2834602|IPNI|1|1|0|0|0
46998|Guatteria schomburgkiana|7|YES|1|TreeGOER|wfo-0000711541|wcvp-2834604|IPNI|4|1|0|0|0
46999|Guatteria scytophylla|5|YES|1|TreeGOER|wfo-0000711545|wcvp-2834609|IPNI|6|1|0|0|0
47000|Guatteria sellowiana|2|YES|1|TreeGOER|wfo-0000711547|wcvp-2834610|IPNI|4|1|0|0|0
47001|Guatteria sessilicarpa|1|YES|1|TreeGOER|wfo-0000711551|wcvp-2834614|WCVP|1|1|0|0|0
47002|Guatteria slateri|3|YES|1|TreeGOER|wfo-0000711558|wcvp-2834620|IPNI|1|1|0|0|0
47003|Guatteria spectabilis|1|YES|1|TreeGOER|wfo-0000711567|wcvp-2834629|IPNI|1|1|0|0|0
47004|Guatteria stenocarpa|1|YES|1|TreeGOER|wfo-0000746510|wcvp-2899800|IPNI|1|1|0|0|0
47005|Guatteria stenopetala|1|YES|1|TreeGOER|wfo-0000711571|wcvp-2834632|IPNI|1|1|0|0|0
47006|Guatteria stipitata|1|YES|1|TreeGOER|wfo-0000711572|wcvp-2834633|IPNI|1|1|0|0|0
47007|Guatteria subsessilis|1|YES|1|TreeGOER|wfo-0000711574|wcvp-2834635|IPNI|1|1|0|0|0
47008|Guatteria synsepala|1|YES|1|TreeGOER|wfo-0001344810|wcvp-3009393|IPNI|1|1|0|0|0
47009|Guatteria tacarcunae|1|YES|1|TreeGOER|wfo-0001344811|wcvp-3009385|IPNI|1|1|0|0|0
47010|Guatteria talamancana|1|YES|1|TreeGOER|wfo-0000711577|wcvp-2834638|WCVP|2|1|0|0|0
47011|Guatteria tenera|1|YES|1|TreeGOER|wfo-0000711578|wcvp-2834639|IPNI|1|1|0|0|0
47012|Guatteria terminalis|1|YES|1|TreeGOER|wfo-0000711581|wcvp-2834641|IPNI|2|1|0|0|0
47013|Guatteria tomentosa|1|YES|1|TreeGOER|wfo-0000711584|wcvp-2834644|IPNI|2|1|0|0|0
47014|Guatteria trichocarpa|1|YES|1|TreeGOER|wfo-0000743977|wcvp-2896266|IPNI|1|1|0|0|0
47015|Guatteria trichostemon|1|YES|1|TreeGOER|wfo-0000711589|wcvp-2834649|IPNI|1|1|0|0|0
47016|Guatteria turrialbana|1|YES|1|TreeGOER|wfo-1000001437|wcvp-3238742|IPNI|0|1|0|0|0
47017|Guatteria ucayalina|5|YES|1|TreeGOER|wfo-0000711592|wcvp-2834651|IPNI|8|1|0|0|0
47018|Guatteria vallensis|1|YES|1|TreeGOER|wfo-1000001194|wcvp-3009384|IPNI|1|1|0|0|0
47019|Guatteria venezuelana|1|YES|1|TreeGOER|wfo-0000711600|wcvp-2834659|IPNI|1|1|0|0|0
47020|Guatteria venosa|1|YES|1|TreeGOER|wfo-0000743978|wcvp-2896267|IPNI|1|1|0|0|0
47021|Guatteria verrucosa|1|YES|1|TreeGOER|wfo-0000711602|wcvp-2834660|IPNI|1|1|0|0|0
47022|Guatteria villosissima|1|YES|1|TreeGOER|wfo-0000711606|wcvp-2834664|IPNI|2|1|0|0|0
47023|Guatteria wachenheimii|1|YES|1|TreeGOER|wfo-0000711610|wcvp-2834668|IPNI|3|1|0|0|0
47024|Guatteria wokomungensis|1|YES|1|TreeGOER|wfo-0000711615|wcvp-2834672|IPNI|1|1|0|0|0
47025|Guatteria zamorae|1|YES|1|TreeGOER|wfo-0000507361|wcvp-2604567|IPNI|1|1|0|0|0
47026|Guazuma crinita|8|YES|1|TreeGOER|wfo-0000711632|wcvp-2834694|IPNI|2|1|0|0|0
47027|Guazuma ulmifolia|29|YES|1|TreeGOER|wfo-0000711645|wcvp-2834705|IPNI|11|1|0|0|0
47028|Gueldenstaedtia verna|2|NO||""|wfo-0000198763|wcvp-2834752|IPNI|3|1|0|0|0
47029|Guettarda abbottii|1|YES|1|TreeGOER|wfo-0000976001|wcvp-93101|IPNI|1|1|0|0|0
47030|Guettarda adulterina|1|YES|1|TreeGOER|wfo-0000976006|wcvp-93106|IPNI|1|1|0|0|0
47031|Guettarda angelica|5|YES|1|TreeGOER|wfo-0000976013|wcvp-93112|IPNI|1|1|0|0|0
47032|Guettarda angustata|1|YES|1|TreeGOER|wfo-0000976014|wcvp-93113|IPNI|1|1|0|0|0
47033|Guettarda argentea|2|YES|1|TreeGOER|wfo-0000976017|wcvp-93116|IPNI|1|1|0|0|0
47034|Guettarda aromatica|1|YES|1|TreeGOER|wfo-1000042716|wcvp-93119|IPNI|0|1|0|0|0
47035|Guettarda artensis|1|YES|1|TreeGOER|wfo-0000976022|wcvp-93120|IPNI|1|1|0|0|0
47036|Guettarda baladensis|1|YES|1|TreeGOER|wfo-0000976023|wcvp-93121|IPNI|1|1|0|0|0
47037|Guettarda barahonensis|1|YES|1|TreeGOER|wfo-0000976027|wcvp-93125|IPNI|1|1|0|0|0
47038|Guettarda blanchetiana|1|YES|1|TreeGOER|wfo-0000976030|wcvp-93128|IPNI|1|1|0|0|0
47039|Guettarda brenesii|1|YES|1|TreeGOER|wfo-0000976035|wcvp-93132|IPNI|1|1|0|0|0
47040|Guettarda brevinodis|1|YES|1|TreeGOER|wfo-0000976036|wcvp-93133|IPNI|1|1|0|0|0
47041|Guettarda cahosiana|1|YES|1|TreeGOER|wfo-0000976040|wcvp-93137|IPNI|1|1|0|0|0
47042|Guettarda calcicola|1|YES|1|TreeGOER|wfo-0000976041|wcvp-93138|IPNI|1|1|0|0|0
47043|Guettarda calyptrata|1|YES|1|TreeGOER|wfo-0000976042|wcvp-93139|IPNI|1|1|0|0|0
47044|Guettarda camagueyensis|1|YES|1|TreeGOER|wfo-0000976045|wcvp-93141|IPNI|1|1|0|0|0
47045|Guettarda clarensis|1|YES|1|TreeGOER|wfo-0000976048|wcvp-93144|IPNI|1|1|0|0|0
47046|Guettarda cobrensis|1|YES|1|TreeGOER|wfo-0000976050|wcvp-93146|IPNI|1|1|0|0|0
47047|Guettarda comata|1|YES|1|TreeGOER|wfo-0000976053|wcvp-93149|IPNI|1|1|0|0|0
47048|Guettarda combsii|4|YES|1|TreeGOER|wfo-0000976055|wcvp-93150|IPNI|4|1|0|0|0
47049|Guettarda coxiana|1|YES|1|TreeGOER|wfo-0000976062|wcvp-93157|IPNI|1|1|0|0|0
47050|Guettarda crassipes|1|YES|1|TreeGOER|wfo-0000976064|wcvp-93159|IPNI|1|1|0|0|0
47051|Guettarda cueroensis|1|YES|1|TreeGOER|wfo-0000976074|wcvp-93168|IPNI|1|1|0|0|0
47052|Guettarda deamii|1|YES|1|TreeGOER|wfo-0000976077|wcvp-93170|IPNI|1|1|0|0|0
47053|Guettarda dictyophylla|1|YES|1|TreeGOER|wfo-0000976082|wcvp-93175|IPNI|1|1|0|0|0
47054|Guettarda divaricata|1|YES|1|TreeGOER|wfo-0000976085|wcvp-93178|IPNI|2|1|0|0|0
47055|Guettarda duckei|1|YES|1|TreeGOER|wfo-0000976086|wcvp-93179|IPNI|1|1|0|0|0
47056|Guettarda elegans|1|YES|1|TreeGOER|wfo-0000976090|wcvp-93182|IPNI|1|1|0|0|0
47057|Guettarda elliptica|9|YES|1|TreeGOER|wfo-0000976093|wcvp-93185|WCVP|3|1|0|1|0
47058|Guettarda ferruginea|1|YES|1|TreeGOER|wfo-0000976101|wcvp-93192|WCVP|1|1|0|0|0
47059|Guettarda filipes|1|YES|1|TreeGOER|wfo-0000976104|wcvp-93195|IPNI|1|1|0|0|0
47060|Guettarda foliacea|1|YES|1|TreeGOER|wfo-0000976106|wcvp-93197|IPNI|2|1|0|0|0
47061|Guettarda frangulifolia|1|YES|1|TreeGOER|wfo-0000976110|wcvp-93200|IPNI|1|1|0|0|0
47062|Guettarda gaumeri|2|YES|1|TreeGOER|wfo-0000976115|wcvp-93205|IPNI|1|1|0|0|0
47063|Guettarda grazielae|1|YES|1|TreeGOER|wfo-0000976119|wcvp-93209|WCVP|1|1|0|0|0
47064|Guettarda heterosepala|1|YES|1|TreeGOER|wfo-0000976123|wcvp-93212|IPNI|1|1|0|0|0
47065|Guettarda humboldtensis|1|YES|1|TreeGOER|wfo-0000976130|wcvp-93219|IPNI|1|1|0|0|0
47066|Guettarda insularis|1|YES|1|TreeGOER|wfo-0000976137|wcvp-93225|IPNI|1|1|0|0|0
47067|Guettarda krugii|3|YES|1|TreeGOER|wfo-0000976141|wcvp-93229|IPNI|1|1|0|0|0
47068|Guettarda lamprophylla|1|YES|1|TreeGOER|wfo-0000976145|wcvp-93232|IPNI|1|1|0|0|0
47069|Guettarda lindeniana|1|YES|1|TreeGOER|wfo-0000976150|wcvp-93237|IPNI|1|1|0|0|0
47070|Guettarda longiflora|1|YES|1|TreeGOER|wfo-0000976154|wcvp-93240|IPNI|1|1|0|0|0
47071|Guettarda macrocarpa|1|YES|1|TreeGOER|wfo-0000976157|wcvp-93243|IPNI|1|1|0|0|0
47072|Guettarda macrosperma|3|YES|1|TreeGOER|wfo-0000976158|wcvp-93244|IPNI|4|1|0|0|0
47073|Guettarda malacophylla|1|YES|1|TreeGOER|wfo-0000976159|wcvp-93245|IPNI|1|1|0|0|0
47074|Guettarda mollis|1|YES|1|TreeGOER|wfo-0000976168|wcvp-93253|IPNI|1|1|0|0|0
47075|Guettarda monocarpa|1|YES|1|TreeGOER|wfo-0000976169|wcvp-93254|IPNI|1|1|0|0|0
47076|Guettarda nannocarpa|1|YES|1|TreeGOER|wfo-0000976174|wcvp-93259|IPNI|1|1|0|0|0
47077|Guettarda ocoteifolia|1|YES|1|TreeGOER|wfo-0000976182|wcvp-93267|IPNI|1|1|0|0|0
47078|Guettarda odorata|5|YES|1|TreeGOER|wfo-0000976183|wcvp-93268|IPNI|4|1|0|0|0
47079|Guettarda ovalifolia|2|YES|1|TreeGOER|wfo-0000976186|wcvp-93270|IPNI|1|1|0|0|0
47080|Guettarda platypoda|4|YES|1|TreeGOER|wfo-0000976203|wcvp-93286|IPNI|1|1|0|0|0
47081|Guettarda pohliana|3|YES|1|TreeGOER|wfo-0000976205|wcvp-93288|IPNI|3|1|0|0|0
47082|Guettarda pungens|2|YES|1|TreeGOER|wfo-0000976217|wcvp-93299|IPNI|1|1|0|0|0
47083|Guettarda ramuliflora|1|YES|1|TreeGOER|wfo-0000976221|wcvp-93301|IPNI|1|1|0|0|0
47084|Guettarda rhabdocalyx|2|YES|1|TreeGOER|wfo-0000976225|wcvp-93305|IPNI|1|1|0|0|0
47085|Guettarda rigida|1|YES|1|TreeGOER|wfo-0000976228|wcvp-93308|IPNI|1|1|0|0|0
47086|Guettarda roupaliifolia|1|YES|1|TreeGOER|wfo-0000976233|wcvp-93312|IPNI|3|1|0|0|0
47087|Guettarda rusbyi|1|YES|1|TreeGOER|wfo-0000976236|wcvp-93315|IPNI|1|1|0|0|0
47088|Guettarda sageretioides|1|YES|1|TreeGOER|wfo-0000976238|wcvp-93317|IPNI|1|1|0|0|0
47089|Guettarda sanblasensis|1|YES|1|TreeGOER|wfo-0000976239|wcvp-93318|IPNI|1|1|0|0|0
47090|Guettarda scabra|7|YES|1|TreeGOER|wfo-0000976242|wcvp-93320|IPNI|3|1|0|0|0
47091|Guettarda shaferi|1|YES|1|TreeGOER|wfo-0000976247|wcvp-93326|IPNI|1|1|0|0|0
47092|Guettarda speciosa|10|YES|1|TreeGOER|wfo-0000976249|wcvp-93328|IPNI|3|1|0|0|0
47093|Guettarda splendens|1|YES|1|TreeGOER|wfo-0000976253|wcvp-93331|IPNI|1|1|0|0|0
47094|Guettarda spruceana|1|YES|1|TreeGOER|wfo-0000976254|wcvp-93332|IPNI|1|1|0|0|0
47095|Guettarda subcapitata|1|YES|1|TreeGOER|wfo-0000336197|wcvp-216564|WCVP|1|1|0|0|0
47096|Guettarda tikalana|1|YES|1|TreeGOER|wfo-0000976264|wcvp-93341|IPNI|1|1|0|0|0
47097|Guettarda tobagensis|1|YES|1|TreeGOER|wfo-0000976265|wcvp-93342|IPNI|1|1|0|0|0
47098|Guettarda trimera|2|YES|1|TreeGOER|wfo-0000976277|wcvp-93353|IPNI|1|1|0|0|0
47099|Guettarda undulata|1|YES|1|TreeGOER|wfo-0000976282|wcvp-93358|IPNI|1|1|0|0|0
47100|Guettarda uruguensis|6|YES|1|TreeGOER|wfo-0000976285|wcvp-93360|WCVP|3|1|0|0|0
47101|Guettarda valenzuelana|3|YES|1|TreeGOER|wfo-0000976288|wcvp-93363|IPNI|2|1|0|0|0
47102|Guettarda viburnoides|4|YES|1|TreeGOER|wfo-0000976292|wcvp-93367|IPNI|3|1|0|0|0
47103|Guettarda wagapensis|1|YES|1|TreeGOER|wfo-0000976296|wcvp-93370|IPNI|1|1|0|0|0
47104|Guettarda wayaensis|1|NO||""|wfo-1000001195|wcvp-3288091|WCVP|0|1|0|0|0
47105|Guettardella atropurpurea|2|YES|1|TreeGOER|wfo-0000976301|wcvp-93376|IPNI|0|1|0|0|0
47106|Guettardella bombysia|1|YES|1|TreeGOER|wfo-1000027255|wcvp-547795|IPNI|1|1|0|0|0
47107|Guettardella caudata|1|YES|1|TreeGOER|wfo-0000976302|wcvp-93377|IPNI|1|1|0|0|0
47108|Guettardella chinensis|4|YES|1|TreeGOER|wfo-0000976303|wcvp-93378|IPNI|3|1|0|0|0
47109|Guettardella hexasperma|1|YES|1|TreeGOER|wfo-0000976306|wcvp-93380|IPNI|1|1|0|0|0
47110|Guettardella inaequalis|1|YES|1|TreeGOER|wfo-1000027259|wcvp-547792|IPNI|1|1|0|0|0
47111|Guettardella inconspicua|3|YES|1|TreeGOER|wfo-0000976307|wcvp-93381|IPNI|1|1|0|0|0
47112|Guettardella livida|1|YES|1|TreeGOER|wfo-0000976308|wcvp-93382|IPNI|1|1|0|0|0
47113|Guettardella multiflora|1|YES|1|TreeGOER|wfo-0000976311|wcvp-93385|IPNI|1|1|0|0|0
47114|Guettardella ovatifolia|2|YES|1|TreeGOER|wfo-0000976315|wcvp-93389|IPNI|1|1|0|0|0
47115|Guettardella putaminosa|3|YES|1|TreeGOER|wfo-0000976319|wcvp-93392|IPNI|1|1|0|0|0
47116|Guettardella rhamnoides|1|YES|1|TreeGOER|wfo-1000027263|wcvp-547808|IPNI|1|1|0|0|0
47117|Guettardella tenuiflora|4|YES|1|TreeGOER|wfo-0000976323|wcvp-93396|IPNI|5|1|0|0|0
47118|Guianodendron praeclarum|2|YES|1|TreeGOER|wfo-0001278298|wcvp-2834801|IPNI|2|1|0|0|0
47119|Guibourtia arnoldiana|12|YES|1|TreeGOER|wfo-0000168244|wcvp-2834803|IPNI|2|1|0|0|0
47120|Guibourtia carrissoana|1|YES|1|TreeGOER|wfo-0000168265|wcvp-2834804|IPNI|2|1|0|0|0
47121|Guibourtia chodatiana|1|YES|2|lifeform tree|wfo-0000178767|wcvp-2834805|IPNI|4|1|0|0|0
47122|Guibourtia coleosperma|18|YES|1|TreeGOER|wfo-0000168307|wcvp-2834807|IPNI|4|1|0|0|0
47123|Guibourtia conjugata|8|YES|1|TreeGOER|wfo-0000168328|wcvp-2834809|IPNI|2|1|0|0|0
47124|Guibourtia copallifera|10|YES|1|TreeGOER|wfo-0000168339|wcvp-2834810|IPNI|3|1|0|0|0
47125|Guibourtia demeusei|12|YES|1|TreeGOER|wfo-0000168393|wcvp-2834811|IPNI|2|1|0|0|0
47126|Guibourtia dinklagei|1|YES|1|TreeGOER|wfo-0000168414|wcvp-2834812|IPNI|1|1|0|0|0
47127|Guibourtia ehie|13|YES|1|TreeGOER|wfo-0000168434|wcvp-2834813|IPNI|2|1|0|0|0
47128|Guibourtia hymenaeifolia|5|YES|1|TreeGOER|wfo-1000002281|wcvp-2834816|IPNI|0|1|0|0|0
47129|Guibourtia leonensis|3|YES|1|TreeGOER|wfo-0000168454|wcvp-2834817|IPNI|2|1|0|0|0
47130|Guibourtia pellegriniana|9|YES|1|TreeGOER|wfo-0001057635|wcvp-2834819|IPNI|1|2|0|0|0
47131|Guibourtia schliebenii|3|YES|1|TreeGOER|wfo-0000168485|wcvp-2834820|IPNI|2|1|0|0|0
47132|Guibourtia sousae|1|YES|1|TreeGOER|wfo-0000168506|wcvp-2834821|IPNI|1|1|0|0|0
47133|Guibourtia tessmannii|13|YES|1|TreeGOER|wfo-0000168514|wcvp-2834822|IPNI|2|1|0|0|0
47134|Guiera senegalensis|11|YES|1|TreeGOER|wfo-0000711729|wcvp-2834880|IPNI|4|1|0|0|0
47135|Guilandina bonduc|15|YES|2|lifeform liana|wfo-0001429040|wcvp-2834886|IPNI|2|1|1|0|0
47136|Guilandina ciliata|2|NO||""|wfo-0001049596|wcvp-2834889|IPNI|6|2|0|0|0
47137|Guilandina culebrae|1|NO||""|wfo-0001049597|wcvp-2834891|IPNI|1|1|0|1|0
47138|Guilandina major|6|NO||""|wfo-0000178134|wcvp-2834901|IPNI|9|1|0|0|0
47139|Guilandina minax|5|NO||""|wfo-0001443824|wcvp-3244183|IPNI|2|1|0|0|0
47140|Guilandina portoricensis|1|NO||""|wfo-0001049602|wcvp-2834910|IPNI|2|1|0|0|0
47141|Guilandina robusta|1|NO||""|wfo-0001443826|wcvp-3244184|IPNI|2|1|0|0|0
47142|Guilandina volkensii|5|YES|4|RELMA-ICRAF|wfo-0001443828|wcvp-3244185|IPNI|2|1|0|0|0
47143|Guilfoylia monostylis|5|YES|1|TreeGOER|wfo-0000711742|wcvp-2834919|IPNI|3|1|0|0|0
47144|Guilleminea densa|4|NO||""|wfo-0000711753|wcvp-2834933|IPNI|4|1|0|0|0
47145|Guilleminea lanuginosa|1|NO||""|wfo-0000711763|wcvp-2834944|IPNI|8|1|0|0|0
47146|Guioa acuminata|2|YES|1|TreeGOER|wfo-0000711790|wcvp-2834976|IPNI|1|1|0|0|0
47147|Guioa acutifolia|6|YES|1|TreeGOER|wfo-0000711791|wcvp-2834977|IPNI|4|1|0|0|0
47148|Guioa amabilis|1|YES|1|TreeGOER|wfo-0000711792|wcvp-2834978|IPNI|1|1|0|0|0
47149|Guioa aryterifolia|1|YES|1|TreeGOER|wfo-0000711795|wcvp-2834980|IPNI|1|1|0|0|0
47150|Guioa asquamosa|1|YES|1|TreeGOER|wfo-0000711797|wcvp-2834982|IPNI|1|1|0|0|0
47151|Guioa bicolor|1|YES|1|TreeGOER|wfo-0000711798|wcvp-2834983|IPNI|1|1|0|0|0
47152|Guioa bijuga|3|YES|1|TreeGOER|wfo-0000711799|wcvp-2834984|WCVP|1|1|0|0|0
47153|Guioa capillacea|1|YES|1|TreeGOER|wfo-0000711802|wcvp-2834987|IPNI|1|1|0|0|0
47154|Guioa chrysea|1|YES|1|TreeGOER|wfo-0000711804|wcvp-2834989|IPNI|1|1|0|0|0
47155|Guioa comesperma|1|YES|1|TreeGOER|wfo-0000711807|wcvp-2834991|IPNI|1|1|0|0|0
47156|Guioa contracta|1|YES|1|TreeGOER|wfo-0000711809|wcvp-2834993|IPNI|1|1|0|0|0
47157|Guioa coriacea|1|YES|1|TreeGOER|wfo-0000711810|wcvp-2834994|IPNI|1|1|0|0|0
47158|Guioa crenata|1|YES|1|TreeGOER|wfo-0000711811|wcvp-2834995|IPNI|1|1|0|0|0
47159|Guioa crenulata|1|YES|1|TreeGOER|wfo-0000711813|wcvp-2834997|IPNI|1|1|0|0|0
47160|Guioa diplopetala|6|YES|1|TreeGOER|wfo-0000711819|wcvp-2835001|IPNI|1|1|0|0|0
47161|Guioa discolor|1|YES|1|TreeGOER|wfo-0000711822|wcvp-2835004|IPNI|1|1|0|0|0
47162|Guioa elliptica|1|YES|1|TreeGOER|wfo-0000711824|wcvp-2835006|IPNI|1|1|0|0|0
47163|Guioa glauca|1|YES|1|TreeGOER|wfo-0000711833|wcvp-2835014|IPNI|1|1|0|0|0
47164|Guioa grandifoliola|1|YES|1|TreeGOER|wfo-0000711837|wcvp-2835018|IPNI|1|1|0|0|0
47165|Guioa hirsuta|1|YES|1|TreeGOER|wfo-0000711838|wcvp-2835019|IPNI|1|1|0|0|0
47166|Guioa koelreuteria|7|YES|1|TreeGOER|wfo-0000711841|wcvp-2835021|IPNI|1|1|0|0|0
47167|Guioa lasioneura|5|YES|1|TreeGOER|wfo-0000711844|wcvp-2835024|IPNI|3|1|0|0|0
47168|Guioa lentiscifolia|1|YES|1|TreeGOER|wfo-0000711847|wcvp-2835027|IPNI|2|1|0|0|0
47169|Guioa malukuensis|1|YES|1|TreeGOER|wfo-0000711851|wcvp-2835030|IPNI|1|1|0|0|0
47170|Guioa membranifolia|3|YES|1|TreeGOER|wfo-0000711855|wcvp-2835034|IPNI|1|1|0|0|0
47171|Guioa microsepala|1|YES|1|TreeGOER|wfo-0000711857|wcvp-2835036|IPNI|1|1|0|0|0
47172|Guioa molliuscula|1|YES|1|TreeGOER|wfo-0000711862|wcvp-2835040|IPNI|1|1|0|0|0
47173|Guioa montana|3|YES|1|TreeGOER|wfo-0000711863|wcvp-2835041|IPNI|2|1|0|0|0
47174|Guioa multijuga|1|YES|1|TreeGOER|wfo-0000711864|wcvp-2835042|IPNI|1|1|0|0|0
47175|Guioa myriadenia|1|YES|1|TreeGOER|wfo-0000711866|wcvp-2835044|IPNI|1|1|0|0|0
47176|Guioa novoebudaensis|1|YES|1|TreeGOER|wfo-0000711869|wcvp-2835047|IPNI|1|1|0|0|0
47177|Guioa oligotricha|1|YES|1|TreeGOER|wfo-0000711871|wcvp-2835049|IPNI|1|1|0|0|0
47178|Guioa ovalis|1|YES|1|TreeGOER|wfo-0000711873|wcvp-2835050|IPNI|1|1|0|0|0
47179|Guioa palawanica|1|YES|1|TreeGOER|wfo-0000711874|wcvp-2835051|IPNI|1|1|0|0|0
47180|Guioa patentinervis|4|YES|1|TreeGOER|wfo-0000711876|wcvp-2835053|IPNI|1|1|0|0|0
47181|Guioa pauciflora|1|YES|1|TreeGOER|wfo-0000711877|wcvp-2835054|IPNI|1|1|0|0|0
47182|Guioa pectinata|1|YES|1|TreeGOER|wfo-0000711878|wcvp-2835055|IPNI|1|1|0|0|0
47183|Guioa pleuropteris|6|YES|1|TreeGOER|wfo-0000711881|wcvp-2835058|WCVP|1|1|0|0|0
47184|Guioa plurinervis|1|YES|1|TreeGOER|wfo-0000711884|wcvp-2835060|IPNI|1|1|0|0|0
47185|Guioa pseudoamabilis|4|YES|1|TreeGOER|wfo-0000711885|wcvp-2835061|IPNI|1|1|0|0|0
47186|Guioa pteropoda|3|YES|1|TreeGOER|wfo-0000711886|wcvp-2835062|IPNI|3|1|0|0|0
47187|Guioa pterorhachis|2|YES|1|TreeGOER|wfo-0000711887|wcvp-2835063|IPNI|1|1|0|0|0
47188|Guioa pubescens|5|YES|1|TreeGOER|wfo-0000711888|wcvp-2835064|IPNI|1|1|0|0|0
47189|Guioa punctata|1|YES|1|TreeGOER|wfo-0000711889|wcvp-2835065|IPNI|1|1|0|0|0
47190|Guioa reticulata|1|YES|1|TreeGOER|wfo-0000711891|wcvp-2835067|IPNI|1|1|0|0|0
47191|Guioa rhoifolia|1|YES|1|TreeGOER|wfo-0000711892|wcvp-2835068|IPNI|1|1|0|0|0
47192|Guioa rigidiuscula|1|YES|1|TreeGOER|wfo-0000711893|wcvp-2835069|IPNI|1|1|0|0|0
47193|Guioa sarcopterifructa|3|YES|1|TreeGOER|wfo-0000711897|wcvp-2835072|IPNI|1|1|0|0|0
47194|Guioa scalariformis|1|YES|1|TreeGOER|wfo-0000711898|wcvp-2835073|IPNI|1|1|0|0|0
47195|Guioa semiglauca|4|YES|1|TreeGOER|wfo-0000711899|wcvp-2835074|WCVP|2|1|0|0|0
47196|Guioa subsericea|4|YES|1|TreeGOER|wfo-0000711905|wcvp-2835080|IPNI|1|1|0|0|0
47197|Guioa sufusana|1|YES|1|TreeGOER|wfo-0000711907|wcvp-2835082|IPNI|1|1|0|0|0
47198|Guioa truncata|1|YES|1|TreeGOER|wfo-0000711909|wcvp-2835084|IPNI|1|1|0|0|0
47199|Guioa unguiculata|1|YES|1|TreeGOER|wfo-0000711910|wcvp-2835085|IPNI|1|1|0|0|0
47200|Guioa villosa|1|YES|1|TreeGOER|wfo-0000711912|wcvp-2835087|IPNI|1|1|0|0|0
47201|Guioa waigeoensis|1|YES|1|TreeGOER|wfo-0000711913|wcvp-2835088|IPNI|1|1|0|0|0
47202|Guizotia abyssinica|16|NO||""|wfo-0000095153|wcvp-3125625|IPNI|4|1|0|0|0
47203|Guizotia scabra|6|NO||""|wfo-0000005283|wcvp-3125641|IPNI|5|1|0|0|0
47204|Guizotia schimperi|1|NO||""|wfo-0000077514|wcvp-3125644|IPNI|0|2|0|0|0
47205|Gundelia tournefortii|7|NO||""|wfo-0000035217|wcvp-3075528|IPNI|4|1|0|0|0
47206|Gundlachia corymbosa|3|NO||""|wfo-0000063690|wcvp-3102270|WCVP|2|1|0|0|0
47207|Gunnera apiculata|2|NO||""|wfo-0000833181|wcvp-370364|IPNI|2|1|0|0|0
47208|Gunnera insignis|1|NO||""|wfo-0000833222|wcvp-370404|IPNI|2|1|0|1|0
47209|Gunnera kauaiensis|1|NO||""|wfo-0000833229|wcvp-370410|IPNI|2|1|0|0|0
47210|Gunnera macrophylla|3|NO||""|wfo-0000833234|wcvp-370415|IPNI|2|1|0|0|0
47211|Gunnera magellanica|4|NO||""|wfo-0000833235|wcvp-370416|IPNI|4|1|0|0|0
47212|Gunnera manicata|6|NO||""|wfo-0001065197|wcvp-370419|WCVP|5|1|0|0|0
47213|Gunnera perpensa|7|NO||""|wfo-0000833255|wcvp-370434|IPNI|2|1|0|0|0
47214|Gunnera petaloidea|1|NO||""|wfo-0000833263|wcvp-370441|IPNI|7|1|0|0|0
47215|Gunnera pilosa|1|NO||""|wfo-0000833264|wcvp-370442|IPNI|2|1|0|0|0
47216|Gunnera schindleri|1|NO||""|wfo-0000833280|wcvp-370457|IPNI|2|1|0|0|0
47217|Gunnera tinctoria|11|NO||""|wfo-0000833292|wcvp-370468|IPNI|5|1|0|0|0
47218|Gunnessia pepo|1|NO||""|wfo-0000711925|wcvp-506238|IPNI|0|1|0|0|0
47219|Gunniopsis calva|1|NO||""|wfo-0000711930|wcvp-2835110|WCVP|2|1|0|0|0
47220|Gunniopsis glabra|1|NO||""|wfo-0000711932|wcvp-2835112|WCVP|4|1|0|0|0
47221|Gunniopsis intermedia|1|NO||""|wfo-0000711933|wcvp-2835113|WCVP|2|1|0|0|0
47222|Gunniopsis quadrifida|1|NO||""|wfo-0000711937|wcvp-2835117|WCVP|2|1|0|0|0
47223|Gunniopsis rodwayi|1|NO||""|wfo-0000711938|wcvp-2835118|WCVP|3|1|0|0|0
47224|Gunniopsis septifraga|1|NO||""|wfo-0000711941|wcvp-2835120|WCVP|2|1|0|0|0
47225|Gurania eriantha|1|NO||""|wfo-0000711977|wcvp-2835156|IPNI|8|1|0|0|0
47226|Gurania lobata|2|NO||""|wfo-0000711998|wcvp-2835176|IPNI|15|1|0|0|0
47227|Gurania makoyana|1|NO||""|wfo-0000712005|wcvp-2835182|IPNI|6|1|0|0|0
47228|Gustavia acuminata|1|YES|1|TreeGOER|wfo-0000775436|wcvp-313982|IPNI|1|1|0|0|0
47229|Gustavia angustifolia|2|YES|1|TreeGOER|wfo-0000775440|wcvp-313986|WCVP|3|1|0|0|0
